,0,2,3,6,7,8,9,10,11,14,15,17,18,20,21,22,23,25,26,27,28,29,30,31,32,33,34,35,36,38,40,41,43,44,47,50,51,53,54,56,58,59,60,61,62,63,64,66,67,68,71,72,75,77,78,80,81,82,83,84,86,89,90,91,94,95,98,99,102,104,105,107,108,110,111,113,115,118,119,126,127,129,130,131,132,133,137,138,142,143,144,145,146,151,154,155,157,158,159,161,164,200,205,208,213,214,215,216,217,218,220,223,228,238,239,247,249,253,268,270,271,273,288,291,295,297,302,303,304,305,306,308,310,312,316,319,324,331,332,333,348,349,350,354,356,358,359,360,361,367,384,388,393,407,408,412,418,419,423,425,436,437,439,445,454,459,460,471,473,480,483,484,485,486,487,488,491,493,497,499,500,510,511,520,539,541,543,547,548,553,557,560,561,562,563,565,568,570,574,577,578,579,582,584,586,587,589,y
871,3212.46,2200.2333,1173.8377,101.6111,0.1211,1.465,0.0035,0.0053,0.977,10.7101,413.7045,0.9803,187.3696,1.4039,-5249.0,2635.75,-3707.75,1.275,1.9987,7.2228,73.4111,2.4444,0.1852,3.2483,85.18799999999999,8.9562,50.1992,63.901,49.8008,86.8401,78.17,2.7739999999999996,356.55,10.2401,1.2739,626.0455,46.4771,4.681,4.908,0.9314,4.6336,13.5518,359.6618,10.221,123.0373,6.4705,6.4482,719.1456,0.861,148.8982,106.8555,162.8549,-0.0042,0.07400000000000001,0.051,0.0519,0.0351,-0.0309,7.483,0.1278,2.4358,0.1999,9342.5102,0.0237,0.0,0.0,0.253,0.0186,0.0039,-0.0003,-0.0009,0.1579,0.1403,100.6942,232.1388,0.9541,789.1864,0.5948,0.9615,2.8569999999999998,0.6545,-0.1419,0.8106,0.9972,2.3984,1015.5056,159.8,52.0999,6.89,0.0039,0.1254,0.05,0.0492,6.319,4.6365,0.22,,,500.0,1185.0,0.051,3.21,8.28,78.578,0.0683,0.1219,0.0389,0.0609,0.0286,2.6374,0.0063,144.9377,0.0155,0.004,0.006,0.2298,0.0,0.027000000000000003,13.91,20.1882,62.5525,17.3969,0.0016,0.0295,192.7475,1131.604,0.5003,0.0547,0.1371,0.3372,0.0629,0.1937,0.3843,0.0889,6.8253,9.1356,10.6796,0.0895,1.2092,6.8268,0.0254,0.0196,0.0178,0.0251,0.8393,0.002,0.0182,0.0021,51.5643,0.0022,0.9193,25.2249,0.0932,0.8903,3.1987,24.721999999999998,0.0,921.7799,97.6929,12.1794,1.6891,7.3558,84.2232,0.6857,5.6068,3.3224,76.8379,5.3805,64.3592,73.5367,558.5366,54.0541,133.9872,0.0,74.9518,173.6279,1.4871,2.3558,6.9553,0.0,964.9805,28.4698,0.0,1.383,6.5803,5.4404,0.0063,409.036,73.736,7.9038,1.98,0.0405,19.6702,246.984,0.7191,0.1899,3.2472,534.6682,3.4259,9.3398,,,0.4936,0.0032,0.0117,0.0262,223.1018,1
385,3067.89,2196.8,1090.0084,99.3944,0.1212,1.5001,-0.0199,-0.0289,0.9382,9.8032,403.6168,0.9538,191.3366,1.3957,-5448.0,3562.5,-3542.5,1.285,1.9965,7.361000000000001,70.2,2.7444,0.2273,3.3728,85.5361,8.536,50.3421,63.9167,49.6579,86.7687,36.03,37.88,362.3273,9.9471,0.9571,646.9873,59.3966,4.55,4.794,0.9228,4.5924,-5.3355,364.5864,10.0312,123.8136,13.3228,25.3355,724.4221,1.1709,145.2645,124.3436,165.8195,0.0191,-0.0301,-0.0759,-0.1094,-0.0236,-0.0295,7.401,0.1254,2.4104,0.1559,8007.85,0.2599,-0.0014,-0.0001,-3.5885,-0.0381,-0.1407,0.0005,-0.0093,0.0603,0.1761,,,0.9551,761.0178,0.5959,0.9802,2.4859999999999998,0.6881,-0.0473,0.6586,1.0,2.3073,998.4948,158.3,47.7,3.9,0.0031,0.1099,0.1146,0.1025,13.729000000000001,7.1747,0.61,,,318.0,1246.0,0.092,21.57,8.2,108.65700000000001,0.0758,0.078,0.0916,0.0967,0.0744,4.4899,,127.166,0.095,0.0069,0.0037,0.0596,0.0,0.0334,13.265,29.8946,69.612,18.201,0.0135,0.0194,1880.0471,835.3444,0.3504,0.0376,0.1276,0.3641,0.0512,0.1902,0.2548,0.1026,4.4363,5.3969,6.7805,0.0254,2.798,7.9483,0.0347,0.0312,0.0206,0.0494,1.6918,,0.0131,0.0004,47.5158,0.0261,,15.5141,0.1241,1.6404,4.7101,22.3706,576.0603,354.2117,109.8725,5.9967,4.0484,3.7037,51.9062,0.903,8.3071,2.1963,42.7752,6.4209,41.9965,87.3844,61.2977,149.1694,99.9341,334.8538,83.6912,410.6157,2.7102,1.7425,7.1143,522.9111,0.0,74.3935,721.9512,0.7213,2.9445,11.6625,0.0078,407.30800000000005,74.346,9.6884,2.1387,0.0626,34.8875,267.316,1.0607,0.2007,1.7096,533.16,3.2524,17.7998,0.0056,0.0071,0.4968,0.0029,0.0056,0.0071,127.2483,-1
611,2967.54,2160.6,1124.5821,98.7122,0.1246,1.475,0.0248,-0.0097,0.9551,10.2465,412.7845,0.9633,191.6799,1.3906,-6447.0,3115.5,-3410.5,0.9775,1.8825,5.035,68.6556,2.6778,0.1711,4.6098,84.9737,8.441,50.365,64.3579,49.635,87.0383,78.63,3.134,361.9609,9.5136,1.2359,642.1873,198.6087,4.601,4.8469999999999995,0.9238,4.5429,-0.9127,363.8609,9.7847,121.46,16.7109,20.9127,714.4119,0.9086,140.1555,60.6355,156.8145,0.0116,0.0085,-0.042,-0.0084,-0.0334,0.0705,7.0142,0.1403,2.3775,0.1531,9100.4501,0.0685,0.0002,0.0,0.3505,-0.0372,0.0069,0.0005,0.0001,0.0577,0.0434,,,0.9540000000000001,808.6683,0.5948,0.977,3.463,0.6295,-0.1419,0.8270000000000001,0.9997,2.3406,1004.4267,49.0,56.7002,3.91,0.0044,0.1499,0.1701,0.0869,11.325,4.7597,0.35,,,151.0,2987.0,0.08,32.17,11.87,60.14,0.0679,0.0828,0.0817,0.0724,0.1162,4.3575,,91.6594,0.0122,0.0058,0.0047,0.2107,0.0,0.0366,24.653000000000002,36.7491,25.1562,21.0015,0.0047,0.025,344.1913,58.2952,0.2819,0.0175,0.0311,0.292,0.0539,0.1728,0.2616,0.1046,5.9491,9.519,14.0192,0.0887,1.6934,7.3373,0.0154,0.0248,0.0461,0.0374,1.5768,,0.0253,0.0006,31.8188,0.0031,,20.3917,0.2026,1.2164,6.3689,21.9327,685.0239,893.5733,67.047,9.9421,3.2969,3.6414,29.8052,0.4019,7.2907,2.9041,24.8358,6.99,22.8091,99.1828,537.5921,0.0,161.763,507.0034,975.5224,216.7665,1.5679,3.5701,8.7281,0.0,497.9592,64.5341,940.0,1.4993,1.2444,9.7247,0.0078,,,,,0.0226,8.3522,265.682,0.8343,0.1794,3.8392,531.0854,3.3856,14.1723,,,0.4973,0.003,0.0252,0.0157,62.3881,-1
1494,3068.64,2192.7556,867.3027,123.4244,0.1251,1.4404,-0.005,0.0046,0.9627,12.7147,417.0155,0.9716,187.0809,1.4123,-6062.25,2717.5,263.0,1.2545,2.016,7.2932,74.3889,2.4,0.2052,3.2898,84.4599,8.5508,51.018,64.0917,48.982,86.4687,86.12,2.427,355.98,9.8487,1.2402,638.1445,218.8733,4.562,4.796,0.9305,4.6,3.8873,355.6664,9.9054,128.9509,6.2525,16.1127,720.5864,0.8616,148.1082,111.1551,,0.0026,0.0011,0.0041,-0.0138,-0.0221,0.0301,6.8512,0.1276,2.4419999999999997,0.1733,8766.68,-0.0464,-0.0001,0.0001,-0.1108,0.0753,0.031,-0.001,-0.0016,0.0282,0.0546,98.8092,234.5297,0.9527,773.2555,0.6113,0.9798,2.438,0.7416,-0.8988,0.6289,0.9991,2.2982,986.9524,77.3,54.7,8.09,0.0062,0.1909,0.0378,0.057,7.2170000000000005,7.0916,0.26,,,1205.0,13324.0,0.121,9.51,5.77,48.917,0.0867,0.1328,0.0856,0.0623,0.0558,4.2,,113.60799999999999,0.0124,0.0066,0.0046,,0.0,0.0226,13.828,34.2831,36.4021,19.6599,0.004,0.0076,126.3922,510.1385,0.8093,0.0772,0.1897,0.2489,0.0697,0.2416,0.3583,0.046,5.0034,6.9699,22.3388,0.0805,1.9974,4.5438,0.0291,0.0204,0.0356,0.0279,1.3879,,0.0264,0.0009,35.9836,0.0029,1.3273,53.7555,0.1321,0.7733,5.5369,5.1877,755.0562,0.0,65.4438,4.2314,2.9616,4.705,121.8192,0.7758,4.6738,1.8397,31.6494,4.8701,34.6931,44.0079,858.8832,0.0,0.0,366.5344,620.2899,281.5819,12.7698,3.5287,13.2239,584.6154,0.0,55.9322,454.32099999999997,2.787,3.7054,6.2139999999999995,0.0096,400.814,73.25399999999999,6.7381,1.8156,0.0665,32.5471,266.164,0.8512,0.0936,2.134,536.5927,2.3058,20.5512,0.0068,0.027999999999999997,0.5029,0.0032,0.0068,0.027999999999999997,414.4256,-1
751,3080.89,2162.7556,1006.7789,106.8744,0.122,1.4187,0.0012,0.0004,0.9570000000000001,3.6123,408.98800000000006,0.9743,186.7209,1.4288,-5618.75,2634.75,-550.0,1.3045,1.9672,7.2353,74.9667,1.6333,0.1143,3.3132,83.8498,8.5889,50.211000000000006,64.1402,49.788999999999994,86.9963,80.28,2.7960000000000003,357.1591,10.2594,1.0788,629.1882,133.7077,4.64,4.87,0.9307,4.5851,4.1464,356.9909,10.6192,111.9009,13.2937,15.8536,704.4205,1.115,147.0027,100.3285,,0.0253,0.0684,-0.0507,0.0102,0.0125,-0.0135,7.7179,0.1308,2.4004,0.2203,8709.7301,0.0138,0.0,0.0,0.1144,0.0372,-0.0061,-0.0005,-0.0029,-0.0354,-0.1084,,,0.9488,749.3277,0.5919,0.9661,2.915,0.7377,0.1419,0.7697,1.0,2.4214,996.2322,167.4,72.4001,7.57,0.006,0.0958,0.0423,0.0679,7.631,8.7386,0.22,,,966.0,18313.0,0.141,21.19,12.08,46.375,0.0363,0.0759,0.0892,0.0696,0.0437,3.5869999999999997,,166.4863,0.019,0.0062,0.008,,0.0,0.0302,8.664,25.3301,59.8248,25.1291,0.003,0.0477,104.5223,9197.0718,0.4472,0.0397,0.1838,0.2166,0.0525,0.2284,0.2977,0.0731,5.0675,9.806000000000001,6.5039,0.0865,1.5797,6.7179,0.0202,0.0372,0.025,0.0366,1.2066,,0.019,0.0006,51.3273,0.0048,,43.1743,0.196,1.3697,3.8767,43.0119,0.0,0.0,47.1725,3.6339,4.0082,3.2014,97.9592,0.6082,8.2424,2.6399,14.7718,10.7327,34.6924,46.2231,0.0,85.9963,71.633,588.9428,870.2439,555.6886,1.9884,2.6310000000000002,15.9224,603.0501,0.0,62.7054,0.0,1.0773,4.1305,11.2384,0.0078,,,,,0.1184,64.5713,259.932,0.5705,0.0505,2.1929,534.5309,2.2433,10.2177,0.0119,0.0054,0.4989,0.004,0.0119,0.0054,45.7004,-1
1452,3059.44,2239.4111,1080.4985,115.6522,0.1203,1.412,0.0174,0.0067,0.9659,15.3409,418.8917,0.9702,190.3525,1.4107,-4416.5,2838.75,-3719.25,1.3263,1.9718,7.3573,72.9778,2.1556,0.1644,3.405,83.2054,8.4891,50.4775,64.6669,49.5225,86.8889,80.94,3.123,346.3045,10.0323,1.2977,632.6355,190.9267,4.605,4.8660000000000005,0.9312,4.5909,-1.4782,348.3218,10.1575,124.2018,11.3628,21.4782,709.232,0.8857,148.7491,101.7612,156.1031,0.0263,-0.0432,0.0022,-0.0007,-0.0492,0.0055,7.7824,0.1331,2.4137,0.1863,8561.28,0.1052,0.0,0.0,0.1925,0.0326,-0.0493,-0.0004,-0.0036,0.0203,0.0291,98.296,234.1467,0.956,739.3275,0.595,0.9804,2.721,0.7012,-0.0473,0.7873,0.9957,2.2797,1002.4862,56.4,59.5,4.44,0.0028,0.1726,0.0898,0.0427,5.403,11.2523,0.25,,,1913.0,4398.0,0.14,20.88,6.14,80.718,0.0793,0.1377,0.0535,0.1031,0.0769,3.7798,,169.2571,0.0149,0.0051,0.0043,,0.0,0.0383,17.534000000000002,28.2376,32.4375,18.8457,0.005,0.017,377.1537,8475.0483,0.4503,0.0482,0.2055,0.2378,0.0149,0.2458,0.2241,0.1203,5.4125,8.9722,18.0981,0.0956,4.0188,6.9121,0.0214,0.0201,0.0303,0.0436,1.2266,,0.0152,0.0015,52.7109,0.0028,1.0569,33.0889,0.1339,1.0488,4.9575,17.3252,515.1667,637.9085,70.4587,3.4934,5.6407,4.3849,82.0946,0.5121,8.3745,2.7378,30.8532,19.9594,74.7736,79.321,358.3942,133.9503,0.0,0.0,0.0,209.6594,2.8552,1.8939,14.4079,393.8038,0.0,39.4966,982.8571,1.2905,3.2973,7.7172,0.0094,400.814,73.25399999999999,6.7381,1.8156,0.0689,39.598,264.272,0.5671,0.0877,1.8844,569.9964,132.4894,67.4386,0.0152,0.0059,0.4983,0.0036,0.0152,0.0059,38.9527,-1
19,2988.3,2208.8556,1157.7224,107.8022,0.1233,1.5362,-0.0259,-0.0179,0.9614,13.3419,404.5667,0.9697,186.9869,1.4075,-5469.25,2685.5,-4006.5,1.318,2.0157,7.4305,65.0778,2.4556,0.2184,3.4522,84.9105,8.6789,50.51,64.1125,49.49,86.6867,76.9,1.2790000000000001,364.49,9.7316,0.8523,632.8282,125.4382,4.486000000000001,4.748,0.9139,4.5873,22.4736,361.6618,10.3268,116.0718,9.9538,17.5264,711.6326,1.1173,147.6491,112.5148,160.6463,-0.0139,-0.0145,0.0025,-0.1092,-0.0111,-0.0019,7.5953,0.1392,2.4324,0.1969,8769.58,0.0507,-0.0001,0.0,-0.6422,0.1246,-0.0232,-0.0017,-0.0043,-0.0351,-0.0382,,,0.9449,768.1313,0.6047,0.9755,2.582,0.5323,-0.4258,0.7785,0.9997,2.3122,1006.4594,100.1,47.2,5.57,0.004,0.0592,0.0357,0.039,6.511,11.8742,0.35,,,906.0,3296.0,0.071,10.43,27.08,172.34900000000002,0.0165,0.0811,0.0809,0.0777,0.0855,2.8763,,81.2722,0.0171,0.0055,0.0042,0.0283,0.0,0.035,36.442,26.5934,60.3324,18.0418,0.0047,0.0115,171.1695,757.98,0.4746,0.0519,0.187,0.3483,0.0128,0.1701,0.3465,0.1675,5.2005,6.7628,10.9416,0.0243,1.7887,7.2048,0.0429,0.0207,0.0395,0.0406,1.0112,,0.026000000000000002,0.0003,25.7636,0.0034,,53.7607,0.1033,0.7969,3.8068,18.9304,137.971,218.1056,78.1223,3.1952,3.4856,2.7659,60.4273,0.529,11.325,2.0796,23.213,7.952000000000001,35.6606,153.1789,67.1483,528.9655,666.6667,120.5836,74.1012,701.5801,3.3756,3.3332,15.8149,388.8726,0.0,349.2063,250.7463,1.439,1.393,6.1015,0.0078,406.394,74.542,8.1693,1.7842,0.1416,73.9007,,,,,534.6455,2.2358,13.6183,0.0229,0.0108,0.5036,0.0039,0.0229,0.0108,47.1586,-1
1260,2953.63,2191.2111,1437.5003,97.6444,0.1235,1.3584,-0.0024,-0.0048,0.9752,6.7114,419.9051,0.9767,189.4517,1.3998,-5242.75,2550.25,-4770.5,1.3105,2.01,7.3385,67.4222,2.5889,0.2138,3.2506,84.7632,9.0402,50.6105,63.9938,49.3895,85.9998,8.437999999999999,4.31,349.6618,10.0805,0.9855,629.8555,76.1443,4.584,4.79,0.9323,4.5467,1.7273,352.6545,10.3356,122.4945,6.9615,18.2727,710.956,0.856,148.9009,116.6005,158.0032,-0.0174,-0.0411,0.0097,-0.0005,-0.019,0.0023,7.7423,0.1288,2.367,0.2181,8237.8599,-0.2412,-0.0002,0.0,-0.4072,0.0428,0.0682,-0.0006,0.0011,-0.10300000000000001,-0.0918,101.814,230.7479,0.9579,716.2675,0.5925,0.9647,2.627,0.6841,-0.5204,0.7492,0.9971,2.1919,1015.5678,91.8,55.9001,5.54,0.0035,0.1469,0.0766,0.0425,26.046,10.4031,0.6,,,216.0,5427.0,0.08199999999999999,15.52,5.09,54.733999999999995,0.0436,0.0528,0.0778,0.0906,0.0714,3.7453,,87.9587,0.0177,0.0027,0.0032,,0.0,0.053,23.79,47.9241,55.8015,19.7219,0.0025,0.0133,100.6525,1616.9167,0.4567,0.0562,0.2094,0.2186,0.0522,0.1997,0.2991,0.0779,5.821000000000001,8.7378,9.9077,0.0864,1.7789,4.5179,0.0176,0.0164,0.0202,0.0456,1.2835,,0.0247,0.0008,36.9457,0.0046,0.7317,46.3759,0.1411,2.823,11.3506,29.6271,0.0,884.2653,108.6813,2.4829,1.6488,4.7462,83.7318,0.657,8.1766,3.6088,32.6879,7.6575,30.7015,46.9415,96.1656,111.5033,448.329,519.2379,0.0,477.4704,4.4743,3.0851,15.1338,0.0,910.6109,21.8402,556.5217,2.5012,1.4657,19.9526,0.0074,407.398,72.346,2.786,1.5481,0.0841,37.6775,256.8,0.8515,0.0743,3.3294,513.8473,142.1606,91.1106,,,0.4968,0.0041,0.0137,0.0326,237.4625,-1
62,2990.22,2206.5112,1244.1552,101.6667,0.1229,1.4729,0.0206,0.003,0.9755,11.4142,408.2936,0.9799,182.0693,1.422,-5507.5,2658.25,-5157.25,1.298,1.9905,7.3815,68.0,2.6,0.2262,3.5251,85.794,8.7599,50.3802,63.9715,49.6198,86.838,79.42,1.886,363.9736,9.8407,1.2814,637.5036,198.5732,4.638,4.87,0.9291,4.6615,18.3209,360.1082,10.6814,109.0318,26.1263,21.6791,703.3516,1.0277,142.2373,111.7341,145.6322,-0.0609,0.0055,-0.07400000000000001,0.0137,0.0088,-0.0248,7.3931,0.1306,2.3988,0.1629,8307.91,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,,,0.9527,714.1360000000001,0.6046,0.9666,2.83,0.5746,0.0473,0.8434,1.002,2.3903,1006.1589,157.4,72.2,3.38,0.0027,0.1325,0.0621,0.0372,8.432,4.8294,0.35,,,662.0,11838.0,0.096,11.61,3.25,61.901,0.0574,0.1287,0.0748,0.0741,0.0393,5.0637,,92.9583,0.0072,0.0038,0.0075,0.0818,0.0,0.0547,7.12,36.4612,73.5217,23.3248,0.0013,0.0177,123.2027,824.0319999999999,0.3775,0.0507,0.1492,0.3274,0.0384,0.2232,0.2789,0.1601,5.115,5.727,17.4972,0.0734,1.1841,4.9575,0.0502,0.0236,0.0465,0.0317,1.9229,,0.0265,0.0002,28.6717,0.0,,74.8551,0.1242,1.4345,6.749,14.0497,301.5478,0.0,66.4086,5.3318,1.4767,2.0588,68.0747,0.706,5.5925,2.3984,28.3387,7.5116,17.2978,55.4003,45.0176,0.0,77.5938,225.5916,544.9909,839.6601,8.0405,3.5477,22.1729,896.8610000000001,455.336,66.5208,372.6708,4.0383,5.0462,11.9059,0.0078,403.42199999999997,82.242,10.192,2.5656,0.0726,34.4987,246.422,0.7134,0.1387,4.9468,535.8027,2.3288,17.0532,0.0194,0.0169,0.5053,0.0028,0.0194,0.0169,87.3034,1
